DATAFLOW,REF_AREA:Geographic area,INDICATOR:Indicator,SEX:Sex,TIME_PERIOD:Time period,OBS_VALUE:Observation Value,UNIT_MULTIPLIER:Unit multiplier,UNIT_MEASURE:Unit of measure,OBS_STATUS:Observation Status,OBS_CONF:Observation confidentaility,LOWER_BOUND:Lower Bound,UPPER_BOUND:Upper Bound,WGTD_SAMPL_SIZE:Weighted Sample Size,OBS_FOOTNOTE:Observation footnote,SERIES_FOOTNOTE:Series footnote,DATA_SOURCE:Data Source,SOURCE_LINK:Citation of or link to the data source,CUSTODIAN:Custodian,TIME_PERIOD_METHOD:Time period activity related to when the data are collected,REF_PERIOD:Reference Period,COVERAGE_TIME:The period of time for which data are provided,AGE:Current age
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,PRY: Paraguay,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),_T: Total,2016,15.5,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"MICS 2016, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2016,Y5T17: 5 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,PER: Peru,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),F: Female,2020,11.3,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"ENAHO 2020, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2020,Y5T17: 5 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,PER: Peru,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),M: Male,2020,13.2,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"ENAHO 2020, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2020,Y5T17: 5 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,PER: Peru,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),_T: Total,2020,12.2,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"ENAHO 2020, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2020,Y5T17: 5 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,PHL: Philippines,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),F: Female,2020,0.7,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"LFS 2020, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2020,Y5T17: 5 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,PHL: Philippines,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),M: Male,2020,1.2,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"LFS 2020, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2020,Y5T17: 5 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,PHL: Philippines,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),_T: Total,2020,1,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"LFS 2020, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2020,Y5T17: 5 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TUR: Republic of Türkiye,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),F: Female,2019,0.8,,PCNT: %,RA: Reanalysed,F: Free,,,,These estimates differ from published national estimates of child labour from the same source due to different treatment of economic activities and different hourly thresholds according to the national legislation.,,"LFS 2019, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2019,Y5T17: 5 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TUR: Republic of Türkiye,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),M: Male,2019,2.9,,PCNT: %,RA: Reanalysed,F: Free,,,,These estimates differ from published national estimates of child labour from the same source due to different treatment of economic activities and different hourly thresholds according to the national legislation.,,"LFS 2019, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2019,Y5T17: 5 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TUR: Republic of Türkiye,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),_T: Total,2019,1.9,,PCNT: %,RA: Reanalysed,F: Free,,,,These estimates differ from published national estimates of child labour from the same source due to different treatment of economic activities and different hourly thresholds according to the national legislation.,,"LFS 2019, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2019,Y5T17: 5 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,RWA: Rwanda,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),F: Female,2017,3.2,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"Integrated Household Living Conditions Survey (EICV) 2016-17, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2016-17,Y6T17: 6 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,RWA: Rwanda,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),M: Male,2017,3.9,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"Integrated Household Living Conditions Survey (EICV) 2016-17, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2016-17,Y6T17: 6 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,RWA: Rwanda,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),_T: Total,2017,3.5,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"Integrated Household Living Conditions Survey (EICV) 2016-17, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2016-17,Y6T17: 6 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LCA: Saint Lucia,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),F: Female,2012,1.4,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"MICS 2012, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2012,Y5T14: 5 to 14 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LCA: Saint Lucia,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),M: Male,2012,2.4,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"MICS 2012, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2012,Y5T14: 5 to 14 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LCA: Saint Lucia,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),_T: Total,2012,1.9,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"MICS 2012, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2012,Y5T14: 5 to 14 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,WSM: Samoa,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),F: Female,2020,10.8,,PCNT: %,RP: Reported,F: Free,,,,,,MICS 2019-20,,,EOF: End of fieldwork,,2019-20,Y5T17: 5 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,WSM: Samoa,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),M: Male,2020,14.9,,PCNT: %,RP: Reported,F: Free,,,,,,MICS 2019-20,,,EOF: End of fieldwork,,2019-20,Y5T17: 5 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,WSM: Samoa,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),_T: Total,2020,13,,PCNT: %,RP: Reported,F: Free,,,,,,MICS 2019-20,,,EOF: End of fieldwork,,2019-20,Y5T17: 5 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,STP: Sao Tome and Principe,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),F: Female,2019,7.4,,PCNT: %,RP: Reported,F: Free,,,,,,MICS 2019,,,EOF: End of fieldwork,,2019,Y5T17: 5 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,STP: Sao Tome and Principe,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),M: Male,2019,6.1,,PCNT: %,RP: Reported,F: Free,,,,,,MICS 2019,,,EOF: End of fieldwork,,2019,Y5T17: 5 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,STP: Sao Tome and Principe,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),_T: Total,2019,6.7,,PCNT: %,RP: Reported,F: Free,,,,,,MICS 2019,,,EOF: End of fieldwork,,2019,Y5T17: 5 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SEN: Senegal,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),F: Female,2016,8.6,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"DHS 2015-16, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2016,Y5T17: 5 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SEN: Senegal,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),M: Male,2016,25.7,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"DHS 2015-16, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2016,Y5T17: 5 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SEN: Senegal,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),_T: Total,2016,17.1,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"DHS 2015-16, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2016,Y5T17: 5 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SRB: Serbia,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),F: Female,2019,6.8,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"MICS 2019, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2019,Y5T17: 5 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SRB: Serbia,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),M: Male,2019,11.1,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"MICS 2019, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2019,Y5T17: 5 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SRB: Serbia,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),_T: Total,2019,9.1,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"MICS 2019, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2019,Y5T17: 5 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SLE: Sierra Leone,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),F: Female,2017,19.6,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"MICS 2017, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2017,Y5T17: 5 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SLE: Sierra Leone,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),M: Male,2017,22.5,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"MICS 2017, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2017,Y5T17: 5 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SLE: Sierra Leone,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),_T: Total,2017,21,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"MICS 2017, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2017,Y5T17: 5 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SLB: Solomon Islands,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),F: Female,2015,13.8,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"DHS 2015, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2015,Y5T14: 5 to 14 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SLB: Solomon Islands,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),M: Male,2015,13.8,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"DHS 2015, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2015,Y5T14: 5 to 14 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SLB: Solomon Islands,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),_T: Total,2015,13.8,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"DHS 2015, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2015,Y5T14: 5 to 14 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ZAF: South Africa,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),F: Female,2015,1.3,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"Survey of Activities of Young People 2015, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2015,Y7T17: 7 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ZAF: South Africa,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),M: Male,2015,2.4,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"Survey of Activities of Young People 2015, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2015,Y7T17: 7 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ZAF: South Africa,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),_T: Total,2015,1.9,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"Survey of Activities of Young People 2015, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2015,Y7T17: 7 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LKA: Sri Lanka,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),F: Female,2016,0.6,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"CAS 2016, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2016,Y5T17: 5 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LKA: Sri Lanka,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),M: Male,2016,0.9,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"CAS 2016, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2016,Y5T17: 5 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LKA: Sri Lanka,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),_T: Total,2016,0.8,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"CAS 2016, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2016,Y5T17: 5 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,PSE: State of Palestine,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),F: Female,2020,3.3,,PCNT: %,RP: Reported,F: Free,,,,,,MICS 2019-20,,,EOF: End of fieldwork,,2019-20,Y5T17: 5 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,PSE: State of Palestine,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),M: Male,2020,9.2,,PCNT: %,RP: Reported,F: Free,,,,,,MICS 2019-20,,,EOF: End of fieldwork,,2019-20,Y5T17: 5 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,PSE: State of Palestine,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),_T: Total,2020,6.3,,PCNT: %,RP: Reported,F: Free,,,,,,MICS 2019-20,,,EOF: End of fieldwork,,2019-20,Y5T17: 5 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SDN: Sudan,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),F: Female,2014,15.2,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"MICS 2014, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2014,Y5T17: 5 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SDN: Sudan,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),M: Male,2014,19.3,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"MICS 2014, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2014,Y5T17: 5 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SDN: Sudan,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),_T: Total,2014,15.3,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"MICS 2014, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2014,Y5T17: 5 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SUR: Suriname,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),F: Female,2018,2.4,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"MICS 2018, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2018,Y5T17: 5 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SUR: Suriname,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),M: Male,2018,4.4,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"MICS 2018, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2018,Y5T17: 5 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SUR: Suriname,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),_T: Total,2018,3.4,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"MICS 2018, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2018,Y5T17: 5 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),F: Female,2016,6.9,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"National Child Labour and Forced Labour Survey 2016, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2016,Y5T17: 5 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),M: Male,2016,7.6,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"National Child Labour and Forced Labour Survey 2016, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2016,Y5T17: 5 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),_T: Total,2016,7.2,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"National Child Labour and Forced Labour Survey 2016, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2016,Y5T17: 5 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TGO: Togo,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),F: Female,2017,31.2,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"MICS 2017, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2017,Y5T17: 5 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TGO: Togo,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),M: Male,2017,34.5,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"MICS 2017, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2017,Y5T17: 5 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TGO: Togo,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),_T: Total,2017,32.9,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"MICS 2017, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2017,Y5T17: 5 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TON: Tonga,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),F: Female,2019,18.5,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"MICS 2019, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2019,Y5T17: 5 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TON: Tonga,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),M: Male,2019,32.9,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"MICS 2019, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2019,Y5T17: 5 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TON: Tonga,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),_T: Total,2019,25.9,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"MICS 2019, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2019,Y5T17: 5 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TTO: Trinidad and Tobago,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),F: Female,2011,0.8,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"MICS 2011, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2011,Y5T14: 5 to 14 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TTO: Trinidad and Tobago,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),M: Male,2011,0.7,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"MICS 2011, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2011,Y5T14: 5 to 14 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TTO: Trinidad and Tobago,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),_T: Total,2011,0.7,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"MICS 2011, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2011,Y5T14: 5 to 14 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TUN: Tunisia,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),F: Female,2012,1.1,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"MICS 2011-12, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2011-12,Y5T14: 5 to 14 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TUN: Tunisia,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),M: Male,2012,2.4,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"MICS 2011-12, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2011-12,Y5T14: 5 to 14 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TUN: Tunisia,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),_T: Total,2012,1.8,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"MICS 2011-12, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2011-12,Y5T14: 5 to 14 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TKM: Turkmenistan,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),F: Female,2016,0.1,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"MICS 2015-16, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2015-16,Y5T17: 5 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TKM: Turkmenistan,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),M: Male,2016,0.4,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"MICS 2015-16, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2015-16,Y5T17: 5 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TKM: Turkmenistan,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),_T: Total,2016,0.3,,PCNT: %,RA: Reanalysed,F: Free,,,,,,"MICS 2015-16, UNICEF and ILO calculations",,,EOF: End of fieldwork,,2015-16,Y5T17: 5 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TCA: Turks and Caicos Islands,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),F: Female,2020,2.2,,PCNT: %,RP: Reported,F: Free,,,,,,MICS 2019-20,,,EOF: End of fieldwork,,2019-20,Y5T17: 5 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TCA: Turks and Caicos Islands,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),M: Male,2020,5.7,,PCNT: %,RP: Reported,F: Free,,,,,,MICS 2019-20,,,EOF: End of fieldwork,,2019-20,Y5T17: 5 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TCA: Turks and Caicos Islands,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),_T: Total,2020,4.1,,PCNT: %,RP: Reported,F: Free,,,,,,MICS 2019-20,,,EOF: End of fieldwork,,2019-20,Y5T17: 5 to 17 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TUV: Tuvalu,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),F: Female,2020,4,,PCNT: %,RP: Reported,F: Free,,,,,,MICS 2019-20,,,EOF: End of fieldwork,,2019-20,Y5T17: 5 to 17 years old
