year,country,TotalDeaths,NoInjured,NoAffected,NoHomeless,TotalAffected,AIDContribution000US,ReconstructionCosts000US,ReconstructionCostsAdjusted,InsuredDamages000US,InsuredDamagesAdjusted000,TotalDamages000US,TotalDamagesAdjusted000US,ISO,incgrp,wb_region,disp_area,UN_status_detail,UNmemberstate,UN_status,territoryof,ISO_governing,UN_contregion_code,UN_continental_region,UN_subregion_code,UN_subregion,UN_intermedregion_code,UN_intermediary_region,m49_code,fsci_regions
1987,Dem People's Rep of Korea,435,71,20000,0,20071,0,0,0,0,0,0,0,PRK,Low income,East Asia & Pacific,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,030,Eastern Asia,,,408,Eastern Asia
2006,Dem People's Rep of Korea,282,14,10310,84500,94824,0,0,0,0,0,0,0,PRK,Low income,East Asia & Pacific,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,030,Eastern Asia,,,408,Eastern Asia
2015,Dem People's Rep of Korea,33,0,18003541,0,18003541,0,0,0,0,0,0,0,PRK,Low income,East Asia & Pacific,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,030,Eastern Asia,,,408,Eastern Asia
2011,Dem People's Rep of Korea,74,887,56705,0,57592,1740,0,0,0,0,0,0,PRK,Low income,East Asia & Pacific,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,030,Eastern Asia,,,408,Eastern Asia
1998,Dem People's Rep of Korea,50,172,10000,0,10172,0,0,0,0,0,0,0,PRK,Low income,East Asia & Pacific,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,030,Eastern Asia,,,408,Eastern Asia
2018,Dem People's Rep of Korea,270,2,595036,0,595038,0,0,0,0,0,29640,31985,PRK,Low income,East Asia & Pacific,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,030,Eastern Asia,,,408,Eastern Asia
1995,Dem People's Rep of Korea,610068,0,13700000,500000,14200000,31518,0,0,0,0,15000000,26673163,PRK,Low income,East Asia & Pacific,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,030,Eastern Asia,,,408,Eastern Asia
1991,Dem People's Rep of Korea,110,0,0,0,0,0,0,0,0,0,0,0,PRK,Low income,East Asia & Pacific,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,030,Eastern Asia,,,408,Eastern Asia
1996,Dem People's Rep of Korea,116,0,3270200,0,3270200,0,0,0,0,0,2200000,3800659,PRK,Low income,East Asia & Pacific,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,030,Eastern Asia,,,408,Eastern Asia
1997,Dem People's Rep of Korea,0,0,0,29000,29000,0,0,0,0,0,10,17,PRK,Low income,East Asia & Pacific,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,030,Eastern Asia,,,408,Eastern Asia
2013,Dem People's Rep of Korea,51,2,800000,48688,848690,0,0,0,0,0,0,0,PRK,Low income,East Asia & Pacific,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,030,Eastern Asia,,,408,Eastern Asia
2002,Dem People's Rep of Korea,3,436,45771,19637,65844,133,0,0,0,0,500,753,PRK,Low income,East Asia & Pacific,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,030,Eastern Asia,,,408,Eastern Asia
2017,Dem People's Rep of Korea,200,0,126574,0,126574,0,0,0,0,0,0,0,PRK,Low income,East Asia & Pacific,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,030,Eastern Asia,,,408,Eastern Asia
2021,Dem People's Rep of Korea,0,0,5000,0,5000,0,0,0,0,0,0,0,PRK,Low income,East Asia & Pacific,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,030,Eastern Asia,,,408,Eastern Asia
1993,Dem People's Rep of Korea,229,396,2500,0,2896,0,0,0,0,0,110000,206334,PRK,Low income,East Asia & Pacific,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,030,Eastern Asia,,,408,Eastern Asia
2001,Dem People's Rep of Korea,124,84,157500,30000,187584,2350,0,0,0,0,9400,14385,PRK,Low income,East Asia & Pacific,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,030,Eastern Asia,,,408,Eastern Asia
2004,Dem People's Rep of Korea,185,1300,32200,208505,242005,40003,0,0,0,0,428000,614004,PRK,Low income,East Asia & Pacific,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,030,Eastern Asia,,,408,Eastern Asia
2010,Dem People's Rep of Korea,30,0,95785,0,95785,0,0,0,0,0,0,0,PRK,Low income,East Asia & Pacific,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,030,Eastern Asia,,,408,Eastern Asia
1999,Dem People's Rep of Korea,42,94,39136,2905,42135,0,0,0,0,0,2000,3253,PRK,Low income,East Asia & Pacific,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,030,Eastern Asia,,,408,Eastern Asia
2000,Dem People's Rep of Korea,46,180,480000,147000,627180,466,0,0,0,0,6000000,9441452,PRK,Low income,East Asia & Pacific,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,030,Eastern Asia,,,408,Eastern Asia
2007,Dem People's Rep of Korea,720,518,1000000,171649,1172167,46988,0,0,0,0,300000,392061,PRK,Low income,East Asia & Pacific,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,030,Eastern Asia,,,408,Eastern Asia
2019,Dem People's Rep of Korea,5,0,15400000,0,15400000,0,0,0,0,0,24000,25437,PRK,Low income,East Asia & Pacific,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,030,Eastern Asia,,,408,Eastern Asia
2020,Dem People's Rep of Korea,22,0,85000,0,85000,0,0,0,0,0,0,0,PRK,Low income,East Asia & Pacific,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,030,Eastern Asia,,,408,Eastern Asia
2012,Dem People's Rep of Korea,147,145,3103905,33500,3137550,3380,0,0,0,0,11400,13454,PRK,Low income,East Asia & Pacific,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,030,Eastern Asia,,,408,Eastern Asia
2005,Dem People's Rep of Korea,207,205,0,16093,16298,0,0,0,0,0,0,0,PRK,Low income,East Asia & Pacific,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,030,Eastern Asia,,,408,Eastern Asia
1987,Portugal,19,0,0,0,0,0,0,0,0,0,0,0,PRT,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,620,Northern America and Europe
1967,Portugal,462,100,1000,0,1100,0,0,0,0,0,3000,24369,PRT,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,620,Northern America and Europe
1964,Portugal,94,0,0,0,0,0,0,0,0,0,0,0,PRT,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,620,Northern America and Europe
2010,Portugal,46,18,600,0,618,50,1440751,1790369,140000,173972,1620000,2013115,PRT,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,620,Northern America and Europe
1989,Portugal,0,0,0,0,0,0,0,0,0,0,0,0,PRT,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,620,Northern America and Europe
1985,Portugal,143,145,0,0,145,0,0,0,0,0,95000,239313,PRT,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,620,Northern America and Europe
2004,Portugal,2,0,0,0,0,0,0,0,0,0,1338136,1919673,PRT,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,620,Northern America and Europe
1986,Portugal,37,50,0,0,50,0,0,0,0,0,0,0,PRT,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,620,Northern America and Europe
1996,Portugal,10,0,3050,0,3050,0,0,0,0,0,13000,22458,PRT,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,620,Northern America and Europe
2013,Portugal,21,53,3900,46,3999,0,0,0,137800,160285,0,0,PRT,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,620,Northern America and Europe
1992,Portugal,56,90,0,0,90,0,0,0,0,0,0,0,PRT,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,620,Northern America and Europe
1990,Portugal,15,37,0,0,37,0,0,0,0,0,0,0,PRT,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,620,Northern America and Europe
1983,Portugal,19,0,2000,0,2000,0,0,0,0,0,190000,516910,PRT,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,620,Northern America and Europe
2015,Portugal,1,0,0,0,0,0,0,0,0,0,0,0,PRT,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,620,Northern America and Europe
1979,Portugal,23,220,35000,10000,45220,0,0,0,0,0,32100,119851,PRT,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,620,Northern America and Europe
1966,Portugal,25,0,0,0,0,0,0,0,0,0,0,0,PRT,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,620,Northern America and Europe
1977,Portugal,132,0,32,0,32,0,0,0,0,0,0,0,PRT,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,620,Northern America and Europe
2007,Portugal,16,23,0,0,23,0,0,0,0,0,0,0,PRT,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,620,Northern America and Europe
1991,Portugal,26,0,0,0,0,0,0,0,0,0,0,0,PRT,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,620,Northern America and Europe
1981,Portugal,30,0,900,0,900,0,0,0,0,0,0,0,PRT,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,620,Northern America and Europe
2001,Portugal,90,22,0,200,222,0,0,0,0,0,0,0,PRT,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,620,Northern America and Europe
1975,Portugal,10,0,280,0,280,0,0,0,0,0,0,0,PRT,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,620,Northern America and Europe
2017,Portugal,109,275,500,2700,3475,0,565000,624584,289000,319478,732000,809195,PRT,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,620,Northern America and Europe
1973,Portugal,11,0,0,0,0,0,0,0,0,0,0,0,PRT,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,620,Northern America and Europe
1988,Portugal,2,45,2000,200,2245,0,0,0,0,0,250000,572834,PRT,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,620,Northern America and Europe
2018,Portugal,13,107,310,0,417,0,0,0,60000,64746,115500,124636,PRT,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,620,Northern America and Europe
2003,Portugal,2720,0,150036,0,150036,835,0,0,6000,8838,1730000,2548281,PRT,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,620,Northern America and Europe
2016,Portugal,4,200,699,462,1361,0,0,0,0,0,157000,177254,PRT,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,620,Northern America and Europe
2002,Portugal,1,0,0,60,60,0,0,0,0,0,0,0,PRT,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,620,Northern America and Europe
2014,Portugal,1,4,50,0,54,0,0,0,0,0,0,0,PRT,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,620,Northern America and Europe
2022,Portugal,3,187,0,0,187,0,0,0,0,0,0,0,PRT,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,620,Northern America and Europe
2019,Portugal,31,28,0,0,28,0,0,0,0,0,0,0,PRT,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,620,Northern America and Europe
1969,Portugal,2,80,0,0,80,0,0,0,0,0,0,0,PRT,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,620,Northern America and Europe
2005,Portugal,477,136,0,0,136,0,0,0,0,0,1650000,2289396,PRT,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,620,Northern America and Europe
2008,Portugal,2,0,72,38,110,0,0,0,0,0,0,0,PRT,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,620,Northern America and Europe
1997,Portugal,29,0,0,200,200,0,0,0,0,0,35000,59084,PRT,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,620,Northern America and Europe
2000,Portugal,4,10,0,60,70,0,0,0,0,0,0,0,PRT,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,620,Northern America and Europe
2006,Portugal,41,0,240,0,240,0,0,0,0,0,0,0,PRT,High income,Europe & Central Asia,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,150,Europe,039,Southern Europe,,,620,Northern America and Europe
2016,Paraguay,0,0,0,0,0,0,0,0,0,0,0,0,PRY,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,600,Latin America & Caribbean
1982,Paraguay,0,0,85000,0,85000,0,0,0,0,0,0,0,PRY,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,600,Latin America & Caribbean
2013,Paraguay,0,0,186400,0,186400,0,0,0,0,0,25000,29079,PRY,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,600,Latin America & Caribbean
1965,Paraguay,6,0,25000,0,25000,0,0,0,0,0,2000,17200,PRY,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,600,Latin America & Caribbean
2004,Paraguay,390,300,0,0,300,207,0,0,0,0,0,0,PRY,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,600,Latin America & Caribbean
2005,Paraguay,0,0,52990,0,52990,0,0,0,0,0,0,0,PRY,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,600,Latin America & Caribbean
2006,Paraguay,17,0,100000,0,100000,0,0,0,0,0,0,0,PRY,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,600,Latin America & Caribbean
2010,Paraguay,12,0,13681,0,13681,0,0,0,0,0,0,0,PRY,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,600,Latin America & Caribbean
1979,Paraguay,0,0,120000,70000,190000,0,0,0,0,0,0,0,PRY,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,600,Latin America & Caribbean
2019,Paraguay,40,0,525197,0,525197,0,0,0,0,0,0,0,PRY,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,600,Latin America & Caribbean
1999,Paraguay,12,0,42273,0,42273,631,0,0,0,0,0,0,PRY,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,600,Latin America & Caribbean
1983,Paraguay,76,0,100000,0,100000,0,0,0,0,0,82000,223088,PRY,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,600,Latin America & Caribbean
1963,Paraguay,0,0,13400,0,13400,0,0,0,0,0,0,0,PRY,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,600,Latin America & Caribbean
1990,Paraguay,0,0,15000,0,15000,0,0,0,0,0,0,0,PRY,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,600,Latin America & Caribbean
1996,Paraguay,23,2,0,0,2,0,0,0,0,0,0,0,PRY,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,600,Latin America & Caribbean
2014,Paraguay,0,0,233360,0,233360,3452,0,0,0,0,0,0,PRY,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,600,Latin America & Caribbean
1988,Paraguay,0,0,30000,15000,45000,0,0,0,0,0,0,0,PRY,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,600,Latin America & Caribbean
2015,Paraguay,14,25,150150,0,150175,0,0,0,0,0,0,0,PRY,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,600,Latin America & Caribbean
1997,Paraguay,33,77,75000,0,75077,948,0,0,0,0,1687,2848,PRY,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,600,Latin America & Caribbean
2002,Paraguay,0,0,2765,12500,15265,20,0,0,0,0,0,0,PRY,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,600,Latin America & Caribbean
1971,Paraguay,0,0,27000,0,27000,0,0,0,0,0,50,335,PRY,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,600,Latin America & Caribbean
1966,Paraguay,0,0,4890,2500,7390,0,0,0,0,0,1000,8348,PRY,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,600,Latin America & Caribbean
2021,Paraguay,10,0,6000,0,6000,0,0,0,0,0,0,0,PRY,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,600,Latin America & Caribbean
2018,Paraguay,0,0,46300,0,46300,0,0,0,0,0,0,0,PRY,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,600,Latin America & Caribbean
1998,Paraguay,55,0,0,0,0,0,0,0,0,0,5000,8312,PRY,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,600,Latin America & Caribbean
2009,Paraguay,8,0,212759,0,212759,0,0,0,0,0,820,1036,PRY,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,600,Latin America & Caribbean
1992,Paraguay,0,0,65575,0,65575,2162,0,0,0,0,0,0,PRY,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,600,Latin America & Caribbean
2012,Paraguay,5,100,1495845,0,1495945,132,0,0,0,0,6000,7081,PRY,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,600,Latin America & Caribbean
1995,Paraguay,0,0,275000,0,275000,232,0,0,0,0,0,0,PRY,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,600,Latin America & Caribbean
2011,Paraguay,44,0,16264,2000,18264,0,0,0,0,0,0,0,PRY,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,600,Latin America & Caribbean
2008,Paraguay,12,0,71612,0,71612,0,0,0,0,0,0,0,PRY,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,600,Latin America & Caribbean
2020,Paraguay,20,0,106127,0,106127,0,0,0,0,0,0,0,PRY,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,600,Latin America & Caribbean
2000,Paraguay,45,10,0,0,10,0,0,0,0,0,0,0,PRY,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,600,Latin America & Caribbean
2007,Paraguay,8,0,125000,0,125000,0,0,0,0,0,30000,39206,PRY,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,005,South America,600,Latin America & Caribbean
2015,"Palestine, State of",4,0,31050,0,31050,0,0,0,0,0,0,0,PSE,Lower middle income,Middle East & North Africa,NO,Occupied Palestinian Territory,0,,,XXX,142,Asia,145,Western Asia,,,275,Northern Africa & Western Asia
2012,"Palestine, State of",0,0,1500,0,1500,0,0,0,0,0,0,0,PSE,Lower middle income,Middle East & North Africa,NO,Occupied Palestinian Territory,0,,,XXX,142,Asia,145,Western Asia,,,275,Northern Africa & Western Asia
1983,"Palestine, State of",0,0,943,0,943,0,0,0,0,0,0,0,PSE,Lower middle income,Middle East & North Africa,NO,Occupied Palestinian Territory,0,,,XXX,142,Asia,145,Western Asia,,,275,Northern Africa & Western Asia
2020,"Palestine, State of",3,0,30000,0,30000,0,0,0,0,0,0,0,PSE,Lower middle income,Middle East & North Africa,NO,Occupied Palestinian Territory,0,,,XXX,142,Asia,145,Western Asia,,,275,Northern Africa & Western Asia
2008,"Palestine, State of",0,0,0,0,0,0,0,0,0,0,0,0,PSE,Lower middle income,Middle East & North Africa,NO,Occupied Palestinian Territory,0,,,XXX,142,Asia,145,Western Asia,,,275,Northern Africa & Western Asia
1999,"Palestine, State of",14,20,0,0,20,0,0,0,0,0,0,0,PSE,Lower middle income,Middle East & North Africa,NO,Occupied Palestinian Territory,0,,,XXX,142,Asia,145,Western Asia,,,275,Northern Africa & Western Asia
2010,"Palestine, State of",0,0,0,500,500,0,0,0,0,0,0,0,PSE,Lower middle income,Middle East & North Africa,NO,Occupied Palestinian Territory,0,,,XXX,142,Asia,145,Western Asia,,,275,Northern Africa & Western Asia
2013,"Palestine, State of",6,100,62471,0,62571,0,0,0,0,0,0,0,PSE,Lower middle income,Middle East & North Africa,NO,Occupied Palestinian Territory,0,,,XXX,142,Asia,145,Western Asia,,,275,Northern Africa & Western Asia
2022,"Palestine, State of",4,0,3500,0,3500,0,0,0,0,0,0,0,PSE,Lower middle income,Middle East & North Africa,NO,Occupied Palestinian Territory,0,,,XXX,142,Asia,145,Western Asia,,,275,Northern Africa & Western Asia
2007,"Palestine, State of",5,15,750,0,765,0,0,0,0,0,0,0,PSE,Lower middle income,Middle East & North Africa,NO,Occupied Palestinian Territory,0,,,XXX,142,Asia,145,Western Asia,,,275,Northern Africa & Western Asia
2007,French Polynesia,20,0,0,0,0,0,0,0,0,0,0,0,PYF,High income,East Asia & Pacific,NO,FR Territory,0,"Territory, region, or administrated by a state",FR Territory,FRA,009,Oceania,061,Polynesia,,,258,Oceania
1987,French Polynesia,10,0,0,0,0,0,0,0,0,0,0,0,PYF,High income,East Asia & Pacific,NO,FR Territory,0,"Territory, region, or administrated by a state",FR Territory,FRA,009,Oceania,061,Polynesia,,,258,Oceania
1998,French Polynesia,13,11,500,0,511,0,0,0,0,0,0,0,PYF,High income,East Asia & Pacific,NO,FR Territory,0,"Territory, region, or administrated by a state",FR Territory,FRA,009,Oceania,061,Polynesia,,,258,Oceania
1983,French Polynesia,7,50,5000,0,5050,0,0,0,0,0,37000,100661,PYF,High income,East Asia & Pacific,NO,FR Territory,0,"Territory, region, or administrated by a state",FR Territory,FRA,009,Oceania,061,Polynesia,,,258,Oceania
2010,French Polynesia,1,11,3400,0,3411,0,0,0,0,0,11000,13669,PYF,High income,East Asia & Pacific,NO,FR Territory,0,"Territory, region, or administrated by a state",FR Territory,FRA,009,Oceania,061,Polynesia,,,258,Oceania
2017,French Polynesia,0,4,4500,500,5004,0,0,0,0,0,2000,2211,PYF,High income,East Asia & Pacific,NO,FR Territory,0,"Territory, region, or administrated by a state",FR Territory,FRA,009,Oceania,061,Polynesia,,,258,Oceania
2012,Qatar,19,0,0,0,0,0,0,0,0,0,0,0,QAT,High income,Middle East & North Africa,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,145,Western Asia,,,634,Northern Africa & Western Asia
2018,Qatar,0,0,1500,0,1500,0,0,0,0,0,10000,10791,QAT,High income,Middle East & North Africa,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,145,Western Asia,,,634,Northern Africa & Western Asia
2009,Qatar,30,0,0,0,0,0,0,0,0,0,0,0,QAT,High income,Middle East & North Africa,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,145,Western Asia,,,634,Northern Africa & Western Asia
2016,Qatar,11,12,0,0,12,0,0,0,0,0,0,0,QAT,High income,Middle East & North Africa,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,145,Western Asia,,,634,Northern Africa & Western Asia
2014,Qatar,12,31,0,0,31,0,0,0,0,0,0,0,QAT,High income,Middle East & North Africa,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,142,Asia,145,Western Asia,,,634,Northern Africa & Western Asia
