ISO,m49_code,country,incgrp,fsci_regions,UNmemberstate,UN_contregion_code,UN_continental_region,UN_subregion_code,UN_subregion,UN_intermedregion_code,UN_intermediary_region,wb_region,disp_area,totalpop,GDP,GDP_percap,landarea,agland_area,cropland,avail_fruits,avail_veg,UPFretailval_percap,safeh20,fies_modsev,pctcantafford,cohd,pou,All5,NCD_P,NCD_R,SSSD,zeroFV,MDD_W,MDD_iycf,zeroFV_iycf,fs_emissions,emint_cerealsnorice,emint_eggs,emint_beef,emint_chickenmeat,emint_pork,emint_cowmilk,emint_rice,yield_cereals,yield_citrus,yield_fruit,yield_eggs,yield_beef,yield_chickenmeat,yield_pork,yield_pulses,yield_cowmilk,yield_roottuber,yield_treenuts,yield_vegetables,croplandchange_pct,agwaterdraw,functionalintegrity,fishhealth,pesticides,sustNO2mgmt,aginGDP,unemp_tot,unemp_r,unemp_u,underemp_tot,underemp_r,underemp_u,spcoverage,spadequacy,childlabor,landholding_fem,cspart,mufppurbshare,righttofood,fspathway,govteffect,foodsafety,healthtax,accountability,open_budget_index,accessinfo,damages_gdp,kcal_total,mobile,soccapindex,pctagland_minspecies,genres_animal,genres_plant,rcsi_prevalence,fpi_cv,foodsupplyvar
ROU,642,Romania,High income,Northern America and Europe,1,150,Europe,151,Eastern Europe,,,Europe & Central Asia,NO,2021,2021,2021,2020,2020,2020,2019,2019,2019,2020,2020,2020,2020,2020,,,,,,,,,2020,2020,2020,2020,2020,2020,2020,2020,2020,,2020,2020,2020,2019,2020,2020,2020,2020,2020,2020,2020,2018,2015,,2020,2018,2020,2020,2020,2020,2021,2021,2021,2016,2016,,2010,2021,2020,2021,2022,2020,2020,2021,2021,2021,2021,2021,2018,2020,2021,2010,2022,2020,,2021,2020
RUS,643,Russian Federation,Upper middle income,Northern America and Europe,1,150,Europe,151,Eastern Europe,,,Europe & Central Asia,NO,2021,2021,2021,2020,2020,2020,2019,2019,2019,2020,2020,2020,2020,2020,2021,2021,2021,2021,2021,2021,,,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2018,2015,2021,2020,2018,2020,2020,2020,2020,,,,2017,2017,,,2021,2020,2021,2022,2020,2020,2021,2021,2021,2021,2021,2018,2020,2021,2010,,2020,,2021,2020
RWA,646,Rwanda,Low income,Sub-Saharan Africa,1,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,Sub-Saharan Africa,NO,2021,2021,2021,2020,2020,2020,2019,2019,2019,2020,,2020,2020,2020,,,,,,,2018,2018,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,,2020,2020,2018,2015,,2020,2018,2020,2020,2020,2020,2020,2020,2020,2013,2013,2017,,2021,2020,2021,2022,2020,2020,2021,2021,2021,2021,2021,2018,2020,2021,2010,,,,2021,2020
SAU,682,Saudi Arabia,High income,Northern Africa & Western Asia,1,142,Asia,145,Western Asia,,,Middle East & North Africa,NO,2021,2021,2021,2020,2020,2020,2019,2019,2019,,,,2020,2020,,,,,,,,,2020,2020,2020,2020,2020,,2020,,2020,2020,2020,2020,2020,2020,,2020,2020,2020,,2020,2020,2018,2015,2021,2020,2018,2020,2020,2020,2020,,,,,,,,2021,2020,2021,2022,2020,2020,2021,2021,2021,2021,2020,2018,2020,2021,2010,,,,2021,2020
SDN,729,Sudan,Low income,Northern Africa & Western Asia,1,002,Africa,015,Northern Africa,,,Sub-Saharan Africa,NO,2021,2021,2021,2020,2020,2020,2019,2019,2019,,2020,2020,2020,2020,,,,,,,2014,2014,2020,2020,2020,2020,2020,,2020,2020,2020,2020,2020,2020,2020,2020,,2020,2020,2020,,2020,2020,2018,2015,2021,2020,2018,2020,2020,2020,2020,,,,2009,2009,2014,,2021,2020,2021,2022,2020,2020,2021,2021,2021,2021,2021,,2020,2021,2010,2022,2020,,2021,2020
SEN,686,Senegal,Lower middle income,Sub-Saharan Africa,1,002,Africa,202,Sub-Saharan Africa,011,Western Africa,Sub-Saharan Africa,NO,2021,2021,2021,2020,2020,2020,2019,2019,2019,,2020,2020,2020,2020,2021,2021,2021,2021,2021,2021,2019,2019,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2018,2015,2021,2020,2018,2020,2020,2020,2020,2019,2019,2019,2011,2011,2016,2013,2021,2020,2021,2022,2020,2020,2021,2021,2021,2021,2020,2018,2020,2021,2010,2022,2020,,2021,2020
SGP,702,Singapore,High income,South-eastern Asia,1,142,Asia,035,South-eastern Asia,,,East Asia & Pacific,NO,2021,2021,2021,2020,2020,2020,,,2019,2020,2020,,2020,,,,,,,,,,2020,,2020,2020,2020,,,,,,2020,2020,2020,2020,2020,,,2020,,2020,2020,2018,2015,,,2018,2020,,,,,,,,,,,2021,2020,2021,2022,2020,2020,2021,2021,,2021,2017,,2020,2021,2010,,,,2021,
SLB,090,Solomon Islands,Lower middle income,Oceania,1,009,Oceania,054,Melanesia,,,East Asia & Pacific,NO,2021,2021,2021,2020,2020,2020,2019,2019,2019,,,,,2020,,,,,,,,,2020,,2020,2020,2020,2020,2020,2020,2020,,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,,2015,2021,,2018,2020,2020,2020,2020,,,,2005,2005,2015,,2021,2020,2021,2022,2020,2020,2021,2021,,2021,2020,2018,2020,,,,,,2021,2020
SLE,694,Sierra Leone,Low income,Sub-Saharan Africa,1,002,Africa,202,Sub-Saharan Africa,011,Western Africa,Sub-Saharan Africa,NO,2021,2021,2021,2020,2020,2020,2019,2019,2019,2020,2020,2020,2020,2020,2021,2021,2021,2021,2021,2021,2019,2019,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,,2020,2020,2018,2015,2021,,2018,2020,2020,2020,2020,2018,2018,2018,2018,2018,2017,,2021,2020,2021,2022,2020,2020,2021,2021,2021,2021,2021,2018,2020,2021,2010,,,2021,2021,2020
SLV,222,El Salvador,Lower middle income,Latin America & Caribbean,1,019,Americas,419,Latin America and the Caribbean,013,Central America,Latin America & Caribbean,NO,2021,2021,2021,2020,2020,2020,2019,2019,2019,,2020,,,2020,,,,,,,2014,2014,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2018,2015,2021,2020,2018,2020,2020,2020,2020,2020,2020,2020,2019,2019,2020,,2021,2020,2021,2022,2020,2020,2021,2021,2021,2021,2021,2018,2020,2021,2010,2022,2020,2021,2021,2020
SMR,674,San Marino,High income,Northern America and Europe,1,150,Europe,039,Southern Europe,,,Europe & Central Asia,NO,2021,2020,2020,2020,2020,2020,,,,2020,,,,,,,,,,,,,2020,,,,,,,,,,,,,,,,,,,,2020,,2015,,,,2019,,,,,,,,,,,,,2021,2022,,2018,2021,,,2021,,,2020,,,,,,2021,
SOM,706,Somalia,Low income,Sub-Saharan Africa,1,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,Sub-Saharan Africa,NO,2021,2021,2021,2020,2020,2020,,,2019,,2020,,,,,,,,,,,,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,,2020,2020,2018,2015,2021,,2018,2020,2020,2020,2020,2019,2019,2019,,,,,2021,2020,2021,2022,2020,2018,2021,2021,2021,2021,2021,,2020,2021,2010,,,2021,,2020
SRB,688,Serbia,Upper middle income,Northern America and Europe,1,150,Europe,039,Southern Europe,,,Europe & Central Asia,NO,2021,2021,2021,2020,2020,2020,2019,2019,2019,2020,2020,2020,2020,2020,,,,,,,2019,2019,2020,2020,2020,2020,2020,2020,2020,,2020,,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2018,2015,,,2018,2020,2020,2020,2020,2021,2021,2021,2015,2015,2019,2012,2021,2020,2021,2022,2020,2020,2021,2021,2021,2021,2021,2018,2020,2021,2010,2022,2020,,2021,2020
SSD,728,South Sudan,Low income,Sub-Saharan Africa,1,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,Sub-Saharan Africa,NO,2021,2015,2015,2020,2020,2020,,,2019,,2020,,,,,,,,,,,,2020,2020,,2020,2020,,2020,,2020,2020,2020,,2020,2020,,2020,2020,2020,,2020,2020,2018,2015,,,2018,2020,2020,2020,2020,,,,2009,2009,,,2021,2020,2021,2022,2020,2020,2021,2021,2021,2021,2015,,2020,2021,2010,,,2021,2021,
STP,678,Sao Tome and Principe,Lower middle income,Sub-Saharan Africa,1,002,Africa,202,Sub-Saharan Africa,017,Middle Africa,Sub-Saharan Africa,NO,2021,2021,2021,2020,2020,2020,2019,2019,2019,2020,2020,2020,2020,2020,,,,,,,2019,2019,2020,2020,2020,2020,2020,2020,2020,,2020,,2020,2020,2020,2020,2020,,2020,2020,,2020,2020,2018,2015,2021,,2018,2020,2020,2020,2020,,,,,,2019,,2021,2020,2021,2022,2020,2020,2021,2021,2021,2021,2021,2018,2020,2021,2010,,,,2021,2020
SUR,740,Suriname,Upper middle income,Latin America & Caribbean,1,019,Americas,419,Latin America and the Caribbean,005,South America,Latin America & Caribbean,NO,2021,2021,2021,2020,2020,2020,2019,2019,2019,2020,2020,2020,2020,2020,,,,,,,2018,2018,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,,2020,2020,2018,2015,,2020,2018,2020,2020,2020,2020,,,,,,2018,2008,2021,2020,2021,2022,2020,2020,2021,2021,,2021,2021,2018,2020,2021,2010,2022,2020,,2021,2020
SVK,703,Slovakia,High income,Northern America and Europe,1,150,Europe,151,Eastern Europe,,,Europe & Central Asia,NO,2021,2021,2021,2020,2020,2020,2019,2019,2019,2020,2020,2020,2020,2020,,,,,,,,,2020,2020,2020,2020,2020,2020,2020,,2020,,2020,2020,2020,2019,2020,2020,2020,2020,2020,2020,2020,2018,2015,,2020,2018,2020,2020,2020,2020,2021,2021,2021,2009,2009,,2010,2021,2020,2021,2022,2020,2020,2021,2021,2021,2021,2021,2018,2020,2021,2010,2022,2020,,2021,2020
SVN,705,Slovenia,High income,Northern America and Europe,1,150,Europe,039,Southern Europe,,,Europe & Central Asia,NO,2021,2021,2021,2020,2020,2020,2019,2019,2019,2020,2020,2020,2020,2020,,,,,,,,,2020,2020,2020,2020,2020,2020,2020,,2020,,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2018,2015,2021,2020,2018,2020,2020,2020,2020,2021,2021,2021,,,,2010,2021,2020,2021,2022,2020,2019,2021,2021,2021,2021,2021,2018,2020,2021,2010,2022,2020,,2021,2020
SWE,752,Sweden,High income,Northern America and Europe,1,150,Europe,154,Northern Europe,,,Europe & Central Asia,NO,2021,2021,2021,2020,2020,2020,2019,2019,2019,2020,2020,2020,2020,2020,,,,,,,,,2020,2020,2020,2020,2020,2020,2020,,2020,,2020,2020,2020,2020,2020,2020,2020,2020,,2020,2020,2018,2015,2021,2020,2018,2020,2020,2020,2020,2021,2021,2021,,,,2010,2021,2020,2021,2022,2020,2020,2021,2021,2021,2021,2021,2018,2020,2021,2010,2022,2020,,2021,2020
SWZ,748,Eswatini,Lower middle income,Sub-Saharan Africa,1,002,Africa,202,Sub-Saharan Africa,018,Southern Africa,Sub-Saharan Africa,NO,2021,2021,2021,2020,2020,2020,2019,2019,2019,,2020,2020,2020,2020,,,,,,,2014,2014,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2018,2015,,,2018,2020,2020,2020,2020,2016,2016,2016,2016,2016,2010,2013,2021,2020,2021,2022,2020,2020,2021,2021,2021,2021,2021,2018,2020,2021,2010,2022,2020,2021,2021,2020
SYC,690,Seychelles,High income,Sub-Saharan Africa,1,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,Sub-Saharan Africa,NO,2021,2021,2021,2020,2020,2020,2019,2019,2019,,2017,2020,2020,,,,,,,,,,2020,,2020,2020,2020,2020,2020,,,2020,2020,2020,2020,2020,2020,,2020,2020,,2020,2020,,2015,2021,2020,2018,2020,,,,,,,,,,2011,2021,2020,2021,2022,2020,2020,2021,2021,,2021,2016,2018,2020,2021,,2022,,,2021,2020
SYR,760,Syrian Arab Republic,Low income,Northern Africa & Western Asia,1,142,Asia,145,Western Asia,,,Middle East & North Africa,NO,2021,2018,2018,2020,2020,2020,2019,2019,2019,,,,,,,,,,,,,,2020,2020,2020,2020,2020,,2020,,2020,2020,2020,2020,2020,2020,,2020,2020,2020,2020,2020,2020,2018,2015,,2020,2018,2020,2020,2020,2020,,,,2003,,,,2021,2020,2021,2022,2020,2020,2021,2021,,2021,2015,,2020,2021,2010,,,2021,2021,2020
TCD,148,Chad,Low income,Sub-Saharan Africa,1,002,Africa,202,Sub-Saharan Africa,017,Middle Africa,Sub-Saharan Africa,NO,2021,2021,2021,2020,2020,2020,2019,2019,2019,2020,,2020,2020,2020,,,,,,,2019,2019,2020,2020,2020,2020,2020,2020,2020,2020,2020,,2020,2020,2020,2020,2020,2020,2020,2020,,2020,2020,2018,2015,,2020,2018,2019,2020,2020,2020,,,,2011,2011,2019,,2021,2020,2021,2022,2020,2020,2021,2021,2021,2021,2021,,2020,2021,2010,,,2021,2021,2020
TGO,768,Togo,Low income,Sub-Saharan Africa,1,002,Africa,202,Sub-Saharan Africa,011,Western Africa,Sub-Saharan Africa,NO,2021,2021,2021,2020,2020,2020,2019,2019,2019,2020,2020,,,2020,,,,,,,2017,2017,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2018,2015,,2020,2018,2020,2020,2020,2020,2017,2017,2017,2011,2011,2017,2014,2021,2020,2021,2022,2020,2020,2021,2021,2021,2021,2020,2018,2020,2021,2010,2022,2020,,2021,2020
THA,764,Thailand,Upper middle income,South-eastern Asia,1,142,Asia,035,South-eastern Asia,,,East Asia & Pacific,NO,2021,2021,2021,2020,2020,2020,2019,2019,2019,,2020,2020,2020,2020,,,,,,,2019,2019,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2018,2015,2021,2020,2018,2020,2020,2020,2020,2020,2020,2020,2018,2017,,2013,2021,2020,2021,2022,2020,2020,2021,2021,2021,2021,2021,2018,2020,2021,2010,2022,2020,,2021,2020
TJK,762,Tajikistan,Lower middle income,Central Asia,1,142,Asia,143,Central Asia,,,Europe & Central Asia,NO,2021,2021,2021,2020,2020,2020,2019,2019,2019,2020,,2020,2020,2020,2021,2021,2021,2021,2021,2021,2017,2017,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2018,2015,,2020,2018,2020,2020,2020,2020,,,,2011,2011,,,2021,2020,2021,2022,2020,2019,2021,2021,2021,2021,2021,,2020,2021,2010,,2020,,2021,2020
TKM,795,Turkmenistan,Upper middle income,Central Asia,1,142,Asia,143,Central Asia,,,Europe & Central Asia,NO,2021,2019,2019,2020,2020,2020,2019,2019,2019,2020,,,,2020,,,,,,,2019,2019,2020,2020,2020,2020,2020,2020,2020,2020,2020,,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2018,2015,,2020,2018,2019,2020,2020,2020,,,,,,2016,,2021,2020,2021,2022,2020,2020,2021,2021,,2021,2011,,2020,2021,2010,,,,,2020
TLS,626,Timor-Leste,Lower middle income,South-eastern Asia,1,142,Asia,035,South-eastern Asia,,,East Asia & Pacific,NO,2021,2021,2021,2020,2020,2020,2019,2019,,,,,,2020,,,,,,,2020,2020,2020,2020,2020,2020,2020,2020,,2020,2020,2020,2020,2020,2020,2020,2020,2020,,2020,,2020,2020,2018,2015,2021,2020,2018,2020,2020,2020,2020,2013,2013,2013,2011,2011,2016,,2021,2020,2021,2022,2020,2020,2021,2021,2021,2021,2021,,2020,,2010,,,,2021,2020
TON,776,Tonga,Upper middle income,Oceania,1,009,Oceania,061,Polynesia,,,East Asia & Pacific,NO,2021,2020,2020,2020,2020,2020,,,2019,2020,2020,,,,,,,,,,2019,2019,2020,,2020,2020,2020,2020,2020,,,2020,2020,2020,2020,2020,2020,,2020,2020,,2020,2020,,2015,2021,2020,2018,2019,2020,2020,2020,2018,2018,2018,2009,2009,2019,2015,,2020,2021,2022,2020,2020,2021,,,2021,2020,,2020,,,2022,,,2021,
TTO,780,Trinidad and Tobago,High income,Latin America & Caribbean,1,019,Americas,419,Latin America and the Caribbean,029,Caribbean,Latin America & Caribbean,NO,2021,2021,2021,2020,2020,2020,2019,2019,2019,,2020,2020,2020,2020,,,,,,,,,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,,2020,2020,2018,2015,,,2018,2020,2020,2020,2020,,,,,,2011,2004,2021,2020,2021,2022,2020,2019,2021,2021,2021,2021,2018,2018,2020,2021,2010,,2020,,2021,2020
TUN,788,Tunisia,Lower middle income,Northern Africa & Western Asia,1,002,Africa,015,Northern Africa,,,Middle East & North Africa,NO,2021,2021,2021,2020,2020,2020,2019,2019,2019,2020,2020,2020,2020,2020,,,,,,,2018,2018,2020,2020,2020,2020,2020,2020,2020,,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2018,2015,2021,2020,2018,2020,2020,2020,2020,,,,2010,2010,2012,,2021,2020,2021,2022,2020,2020,2021,2021,2021,2021,2021,2018,2020,2021,2010,2022,2020,,2021,2020
TUR,792,Türkiye,Upper middle income,Northern Africa & Western Asia,1,142,Asia,145,Western Asia,,,Europe & Central Asia,NO,2021,2021,2021,2020,2020,2020,2019,2019,2019,,,2020,2020,2020,2021,2021,2021,2021,2021,2021,,,2020,2020,2020,2020,2020,2009,2020,2020,2020,2020,2020,2020,2020,2020,2009,2020,2020,2020,2020,2020,2020,2018,2015,2021,2020,2018,2020,2020,2020,2020,2013,2013,2013,2019,2019,2019,,2021,2020,2021,2022,2020,2020,2021,2021,2021,2021,2021,2018,2020,2021,2010,2022,2020,,2021,2020
TUV,798,Tuvalu,Upper middle income,Oceania,1,009,Oceania,061,Polynesia,,,East Asia & Pacific,NO,2021,2021,2021,2020,2020,2020,,,2019,,,,,,,,,,,,,,2020,,2020,,2020,2020,,,,,2020,2020,,2020,2020,,,,,2020,2020,,2015,2021,,2018,2019,,,,,,,,,2020,,,,2021,2022,2020,2020,2021,,,2021,2021,,2020,,,,,,,
TZA,834,United Republic of Tanzania,Lower middle income,Sub-Saharan Africa,1,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,Sub-Saharan Africa,NO,2021,2021,2021,2020,2020,2020,2019,2019,2019,,2020,2020,2020,2020,2021,2021,2021,2021,2021,2021,2015,2015,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2018,2015,2021,2020,2018,2020,2020,2020,2020,,,,2014,2014,2014,2008,2021,2020,2021,2022,2020,2020,2021,2021,2021,2021,2021,2018,2020,2021,2010,2022,2020,2021,2021,2020
UGA,800,Uganda,Low income,Sub-Saharan Africa,1,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,Sub-Saharan Africa,NO,2021,2021,2021,2020,2020,2020,2019,2019,2019,2020,2020,2020,2020,,2021,2021,2021,2021,2021,2021,2016,2016,2020,2020,2020,2020,2020,2020,2020,2020,2020,,2020,2020,2020,2020,2020,2020,2020,2020,,2020,2020,2018,2015,,2020,2018,2020,2020,2020,2020,2017,2017,2017,2016,2016,2017,2009,2021,2020,2021,2022,2020,2020,2021,2021,2021,2021,2021,2018,2020,2021,2010,2022,2020,,2021,2020
UKR,804,Ukraine,Lower middle income,Northern America and Europe,1,150,Europe,151,Eastern Europe,,,Europe & Central Asia,NO,2021,2021,2021,2020,2020,2020,2019,2019,2019,2020,2020,,,2020,,,,,,,,,2020,2020,2020,2020,2020,2020,2020,2020,2020,,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2018,2015,2021,2020,2018,2020,2020,2020,2020,,,,2018,2018,2012,,2021,2020,2021,2022,2020,2020,2021,2021,2021,2021,2021,2018,2020,2021,2010,2022,2020,,2021,2020
URY,858,Uruguay,High income,Latin America & Caribbean,1,019,Americas,419,Latin America and the Caribbean,005,South America,Latin America & Caribbean,NO,2021,2021,2021,2020,2020,2020,2019,2019,2019,,2020,2020,2020,2020,,,,,,,2018,2018,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,,2020,2020,2018,2015,2021,2020,2018,2020,2020,2020,2020,2020,2020,2020,2019,2019,2010,,2021,2020,2021,2022,2020,2020,2021,2021,,2021,2020,2018,2020,2021,2010,2022,2020,,2021,2020
USA,840,United States of America,High income,Northern America and Europe,1,019,Americas,021,Northern America,,,North America,NO,2021,2021,2021,2020,2020,2020,2019,2019,2019,2020,2020,2020,2020,2020,2021,2021,2021,2021,2021,,,,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2018,2015,2021,2020,2018,2020,2020,2020,2020,2021,2021,2021,,,,2012,2021,2020,2021,2022,2020,2020,2021,2021,2021,2021,2021,2018,2020,2021,2010,2022,2020,,2021,2020
UZB,860,Uzbekistan,Lower middle income,Central Asia,1,142,Asia,143,Central Asia,,,Europe & Central Asia,NO,2021,2021,2021,2020,2020,2020,2019,2019,2019,2020,2020,,,2020,,,,,,,2017,2017,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2018,2015,,,2018,2020,2020,2020,2020,,,,2018,2018,,,2021,2020,2021,2022,2020,2020,2021,2021,,2021,2021,,2020,2021,2010,,2020,,2021,2020
VCT,670,Saint Vincent and the Grenadines,Upper middle income,Latin America & Caribbean,1,019,Americas,419,Latin America and the Caribbean,029,Caribbean,Latin America & Caribbean,NO,2021,2021,2021,2020,2020,2020,2019,2019,2019,,2020,,2020,2020,,,,,,,,,2020,2020,2020,2020,2020,2020,2020,,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,,2020,2020,2018,2015,2021,,2018,2020,2020,2020,2020,,,,,,,,,2020,2021,2022,2020,2019,2021,,,2021,2021,2018,2020,,2010,,,,2021,2020
VEN,862,"Venezuela, Bolivarian Republic of",,Latin America & Caribbean,1,019,Americas,419,Latin America and the Caribbean,005,South America,Latin America & Caribbean,NO,2021,2014,2014,2020,2020,2020,2019,2019,2019,,,,,2020,,,,,,,,,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,,2020,2020,2018,2015,,2020,2018,2020,2020,2020,2020,,,,2006,,,2008,2021,2020,2021,2022,2020,2020,2021,2021,2021,2021,2013,2018,2020,2021,2010,,,,2021,2020
VNM,704,Viet Nam,Lower middle income,South-eastern Asia,1,142,Asia,035,South-eastern Asia,,,East Asia & Pacific,NO,2021,2021,2021,2020,2020,2020,2019,2019,2019,,2020,2020,2020,2020,2021,2021,2021,2021,2021,2021,2014,2014,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2018,2015,2021,2020,2018,2020,2020,2020,2020,2021,2021,2021,2014,2014,2021,2011,2021,2020,2021,2022,2020,2020,2021,2021,2021,2021,2021,,2020,2021,2010,2022,,,2021,2020
VUT,548,Vanuatu,Lower middle income,Oceania,1,009,Oceania,054,Melanesia,,,East Asia & Pacific,NO,2021,2021,2021,2020,2020,2020,2019,2019,2019,,2020,,,2020,,,,,,,,,2020,2020,2020,2020,2020,2020,2020,,2020,,2020,2020,2020,2020,2020,,2020,2020,,2020,2020,,2015,2021,2020,2018,2020,2020,2020,2020,2019,2019,2019,,,2013,2007,2021,2020,2021,2022,2020,2020,2021,2021,,2021,2021,2018,2020,,,,,,2021,2020
WSM,882,Samoa,Lower middle income,Oceania,1,009,Oceania,061,Polynesia,,,East Asia & Pacific,NO,2021,2021,2021,2020,2020,2020,2019,2019,2019,2020,2020,,,2020,,,,,,,,,2020,,2020,2020,2020,2020,2020,,,2020,2020,2020,2020,2020,2020,,2020,2020,,2020,2020,,2015,2021,2020,2018,2020,2020,2020,2020,2017,2017,2017,2008,2008,2020,2009,,2020,2021,2022,2020,2018,2021,,,2021,2019,,2020,,,,,,2021,2020
YEM,887,Yemen,Low income,Northern Africa & Western Asia,1,142,Asia,145,Western Asia,,,Middle East & North Africa,NO,2021,2021,2021,2020,2020,2020,2019,2019,2019,,,,,2020,,,,,,,2013,2013,2020,2020,2020,2020,2020,,2020,,2020,2020,2020,2020,2020,2020,,2020,2020,2020,2020,2020,2020,2018,2015,,2020,2018,2020,2020,2020,2020,2014,2014,2014,2005,2005,,,2021,2020,2021,2022,2020,2020,2021,2021,2021,2021,2021,2018,2020,2021,2010,2022,,2021,2021,2020
ZAF,710,South Africa,Upper middle income,Sub-Saharan Africa,1,002,Africa,202,Sub-Saharan Africa,018,Southern Africa,Sub-Saharan Africa,NO,2021,2021,2021,2020,2020,2020,2019,2019,2019,,2020,2020,2020,2020,2021,2021,2021,2021,2021,2021,2016,2016,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2018,2015,2021,2020,2018,2020,2020,2020,2020,2021,2021,2021,2014,2014,2015,,2021,2020,2021,2022,2020,2020,2021,2021,2021,2021,2021,2018,2020,2021,2010,2022,2020,,2021,2020
ZMB,894,Zambia,Low income,Sub-Saharan Africa,1,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,Sub-Saharan Africa,NO,2021,2021,2021,2020,2020,2020,2019,2019,2019,,2020,2020,2020,2020,,,,,,,2018,2018,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,,2020,2020,2018,2015,,2020,2018,2020,2020,2020,2020,2020,2020,2020,2015,2015,2012,2000,2021,2020,2021,2022,2020,2020,2021,2021,2021,2021,2021,2018,2020,2021,2010,,2020,2021,2021,2020
ZWE,716,Zimbabwe,Lower middle income,Sub-Saharan Africa,1,002,Africa,202,Sub-Saharan Africa,014,Eastern Africa,Sub-Saharan Africa,NO,2021,2021,2021,2020,2020,2020,2019,2019,2019,2020,2020,2017,2017,,,,,,,,2019,2019,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2018,2015,,2020,2018,2020,2020,2020,2020,2019,2019,2019,2019,2019,2019,,2021,2020,2021,2022,2020,2020,2021,2021,2021,2021,2021,2018,2020,2021,2010,,2020,2021,2021,2020
